Isotope	State	Intensity (pps)	Proton current	Ion source	Info
19K	K47g	4.10E3	40	Re surface	47K9+
19K	K47g	5.50E2	40	Re surface	47K10+
55Cs	Cs122m1	2.60E6	40	Re surface	
55Cs	Cs123m1	1.10E6	40	Re surface	
55Cs	Cs124m1	1.30E6	40	Re surface	
55Cs	Cs122m2	4.40E5	40	Re surface	
55Cs	Cs122g	8.70E6	40	Re surface	
55Cs	Cs123g	7.90E7	40	Re surface	
55Cs	Cs124g	7.50E7	40	Re surface	
55Cs	Cs124g	1.20E6	40	Re surface	124gCs14+
55Cs	Cs124g	1.10E6	40	Re surface	124gCs15+
55Cs	Cs124g	1.00E6	40	Re surface	124gCs17+
55Cs	Cs124g	9.40E5	40	Re surface	124gCs19+
55Cs	Cs124g	3.40E5	40	Re surface	124gCs21+
55Cs	Cs124g	1.70E5	40	Re surface	124gCs22+
55Cs	Cs124m1	6.80E3	40	Re surface	124mCs12+
55Cs	Cs124m1	1.00E4	40	Re surface	124mCs13+
55Cs	Cs124m1	1.30E4	40	Re surface	124mCs14+
